time_ms,server,tenant,accepted,rej_limiter,rej_overload,p50_ms,p99_ms,local_limit
1000,srv-a,tA,9,0,0,128.0,137.0,12
1000,srv-a,tB,11,0,0,121.0,132.0,12
1000,srv-b,tA,17,0,0,130.0,178.0,12
1000,srv-b,tB,11,0,0,119.0,163.0,12
1000,srv-c,tA,7,0,0,132.0,138.0,12
1000,srv-c,tB,12,0,0,125.0,134.0,12
2000,srv-a,tA,4,0,0,153.0,174.0,12
2000,srv-a,tB,7,0,0,127.0,211.0,12
2000,srv-b,tA,12,0,0,115.0,167.0,15
2000,srv-b,tB,9,0,0,116.0,176.0,15
2000,srv-c,tA,8,0,0,120.0,144.0,15
2000,srv-c,tB,19,0,0,128.0,187.0,15
3000,srv-a,tA,12,0,0,130.0,187.0,12
3000,srv-a,tB,11,0,0,137.0,240.0,12
3000,srv-b,tA,12,0,0,115.0,134.0,17
3000,srv-b,tB,7,0,0,104.0,144.0,17
3000,srv-c,tA,10,0,0,123.0,139.0,16
3000,srv-c,tB,7,0,0,127.0,136.0,16
4000,srv-a,tA,7,0,0,130.0,158.0,13
4000,srv-a,tB,9,0,0,133.0,168.0,13
4000,srv-b,tA,9,0,0,124.0,149.0,18
4000,srv-b,tB,13,0,0,127.0,149.0,18
4000,srv-c,tA,8,0,0,128.0,146.0,16
4000,srv-c,tB,9,0,0,113.0,135.0,16
5000,srv-a,tA,14,0,0,125.0,187.0,13
5000,srv-a,tB,7,0,0,109.0,178.0,13
5000,srv-b,tA,6,0,0,114.0,135.0,20
5000,srv-b,tB,11,0,0,131.0,139.0,20
5000,srv-c,tA,5,0,0,123.0,133.0,18
5000,srv-c,tB,8,0,0,124.0,136.0,18
6000,srv-a,tA,17,0,0,134.0,229.0,14
6000,srv-a,tB,14,0,0,144.0,230.0,14
6000,srv-b,tA,10,0,0,117.0,128.0,22
6000,srv-b,tB,7,0,0,127.0,146.0,22
6000,srv-c,tA,14,0,0,139.0,256.0,19
6000,srv-c,tB,12,0,0,132.0,213.0,19
7000,srv-a,tA,9,0,0,123.0,165.0,15
7000,srv-a,tB,11,0,0,129.0,192.0,15
7000,srv-b,tA,10,0,0,133.0,214.0,19
7000,srv-b,tB,15,0,0,156.0,233.0,19
7000,srv-c,tA,11,0,0,127.0,208.0,15
